City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
628,Porto Novo,BJ,76.64,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
632,Meulaboh,ID,76.12,overcast clouds,4.1363,96.1285,Kost Pria
633,Filingue,NE,70.72,clear sky,14.3521,3.3168,
636,Mundo Nuevo,MX,65.41,overcast clouds,18.7,-95.5,
639,Coruripe,BR,78.49,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
640,Leogane,HT,77.18,scattered clouds,18.5108,-72.6339,Family Health Ministries Guest House
642,Nishihara,JP,65.48,broken clouds,26.1842,127.7558,Minshuku Agaihama
645,Nouadhibou,MR,66.09,scattered clouds,20.931,-17.0347,El Medina
647,Black River,JM,72.99,few clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
648,Bodden Town,KY,79.0,clear sky,19.2833,-81.25,Will T Place
649,Labuhan,ID,79.9,overcast clouds,-6.8844,112.2051,DoubleFAG
650,Weligama,LK,76.26,overcast clouds,5.9667,80.4167,Weligama Bay Resort
651,Itarema,BR,79.27,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
652,Iralaya,HN,75.18,clear sky,15.0,-83.2333,Iglesia morava renovada
663,Totness,SR,76.32,scattered clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
664,Kieta,PG,85.64,light rain,-6.2167,155.6333,Uruna Bay Retreat
666,Lagarto,BR,80.89,clear sky,-10.9172,-37.65,Pousada Cota
667,Nhamunda,BR,75.42,light rain,-2.1861,-56.7131,Pousada Da Praia
673,Waingapu,ID,84.0,light rain,-9.6567,120.2641,Pondok Wisata Elim
675,Guerrero Negro,MX,66.52,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
677,Castelo Do Piaui,BR,77.29,scattered clouds,-5.3222,-41.5525,Nobre Hotel
680,Piedras Negras,MX,64.98,clear sky,28.7,-100.5167,"Holiday Inn Express & Suites Eagle Pass, an IHG Hotel"
683,Daru,PG,80.17,light rain,-9.0763,143.2092,Daru Lodge
684,Kamakwie,SL,71.67,scattered clouds,9.5,-12.2333,White House Hotel
685,Port Macquarie,AU,80.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
686,Merauke,ID,82.81,overcast clouds,-8.4667,140.3333,
688,Bumba,CD,70.63,broken clouds,2.1833,22.4667,Père Carlos
690,Canutama,BR,73.74,light rain,-6.5339,-64.3831,Hotel Jhennifer
